image_id,split,image_path,ma_mask_path,he_mask_path,ex_mask_path,se_mask_path,od_mask_path
IDRiD_37,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_37.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_37_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_37_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_37_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_37_OD.tif
IDRiD_38,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_38.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_38_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_38_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_38_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_38_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_38_OD.tif
IDRiD_39,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_39.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_39_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_39_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_39_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_39_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_39_OD.tif
IDRiD_40,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_40.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_40_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_40_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_40_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_40_OD.tif
IDRiD_41,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_41.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_41_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_41_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_41_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_41_OD.tif
IDRiD_42,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_42.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_42_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_42_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_42_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_42_OD.tif
IDRiD_43,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_43.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_43_MA.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_43_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_43_OD.tif
IDRiD_44,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_44.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_44_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_44_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_44_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_44_OD.tif
IDRiD_45,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_45.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_45_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_45_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_45_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_45_OD.tif
IDRiD_46,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_46.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_46_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_46_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_46_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_46_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_46_OD.tif
IDRiD_47,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_47.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_47_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_47_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_47_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_47_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_47_OD.tif
IDRiD_48,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_48.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_48_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_48_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_48_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_48_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_48_OD.tif
IDRiD_49,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_49.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_49_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_49_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_49_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_49_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_49_OD.tif
IDRiD_50,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_50.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_50_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_50_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_50_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_50_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_50_OD.tif
IDRiD_51,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_51.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_51_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_51_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_51_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_51_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_51_OD.tif
IDRiD_52,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_52.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_52_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_52_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_52_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_52_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_52_OD.tif
IDRiD_53,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_53.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_53_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_53_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_53_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_53_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_53_OD.tif
IDRiD_54,train,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_54.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_54_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_54_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_54_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_54_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_54_OD.tif
IDRiD_55,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_55.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_55_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_55_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_55_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_55_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_55_OD.tif
IDRiD_56,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_56.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_56_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_56_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_56_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_56_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_56_OD.tif
IDRiD_57,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_57.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_57_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_57_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_57_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_57_OD.tif
IDRiD_58,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_58.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_58_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_58_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_58_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_58_OD.tif
IDRiD_59,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_59.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_59_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_59_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_59_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_59_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_59_OD.tif
IDRiD_60,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_60.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_60_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_60_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_60_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_60_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_60_OD.tif
IDRiD_61,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_61.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_61_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_61_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_61_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_61_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_61_OD.tif
IDRiD_62,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_62.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_62_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_62_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_62_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_62_OD.tif
IDRiD_63,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_63.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_63_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_63_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_63_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_63_OD.tif
IDRiD_64,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_64.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_64_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_64_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_64_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_64_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_64_OD.tif
IDRiD_65,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_65.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_65_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_65_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_65_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_65_OD.tif
IDRiD_66,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_66.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_66_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_66_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_66_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_66_OD.tif
IDRiD_67,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_67.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_67_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_67_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_67_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_67_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_67_OD.tif
IDRiD_68,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_68.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_68_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_68_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_68_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_68_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_68_OD.tif
IDRiD_69,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_69.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_69_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_69_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_69_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_69_OD.tif
IDRiD_70,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_70.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_70_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_70_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_70_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_70_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_70_OD.tif
IDRiD_71,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_71.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_71_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_71_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_71_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_71_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_71_OD.tif
