image_id,split,mask_type,mask_path,status,width,height,mode,unique_pixel_values,pixel_min,pixel_max,foreground_pixels,total_pixels,foreground_percentage
IDRiD_24,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_24_OD.tif,AVAILABLE,4288,2848,P,2,0,1,210359,12212224,1.7225281815990274
IDRiD_25,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_25_MA.tif,AVAILABLE,4288,2848,P,2,0,1,23423,12212224,0.19179962634160658
IDRiD_25,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_25_HE.tif,AVAILABLE,4288,2848,P,2,0,1,332458,12212224,2.7223378804712395
IDRiD_25,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_25_EX.tif,AVAILABLE,4288,2848,P,2,0,1,616742,12212224,5.05020215809995
IDRiD_25,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_25_SE.tif,AVAILABLE,4288,2848,P,2,0,1,23030,12212224,0.1885815392839175
IDRiD_25,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_25_OD.tif,AVAILABLE,4288,2848,P,2,0,1,193571,12212224,1.5850593634705683
IDRiD_26,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_26_MA.tif,AVAILABLE,4288,2848,P,2,0,1,19627,12212224,0.16071601700067079
IDRiD_26,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_26_HE.tif,AVAILABLE,4288,2848,P,2,0,1,104527,12212224,0.8559210836617475
IDRiD_26,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_26_EX.tif,AVAILABLE,4288,2848,P,2,0,1,2506,12212224,0.020520422815696795
IDRiD_26,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_26,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_26_OD.tif,AVAILABLE,4288,2848,P,2,0,1,241553,12212224,1.9779607711093412
IDRiD_27,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_27_MA.tif,AVAILABLE,4288,2848,P,2,0,1,25746,12212224,0.21082155060372296
IDRiD_27,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_27_HE.tif,AVAILABLE,4288,2848,P,2,0,1,65344,12212224,0.5350704343451282
IDRiD_27,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_27_EX.tif,AVAILABLE,4288,2848,P,2,0,1,69734,12212224,0.5710180225976857
IDRiD_27,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_27,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_27_OD.tif,AVAILABLE,4288,2848,P,2,0,1,199568,12212224,1.6341658980379001
IDRiD_28,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_28_MA.tif,AVAILABLE,4288,2848,P,2,0,1,4805,12212224,0.03934582267734362
IDRiD_28,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_28_HE.tif,AVAILABLE,4288,2848,P,2,0,1,32395,12212224,0.265266998050478
IDRiD_28,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_28_EX.tif,AVAILABLE,4288,2848,P,2,0,1,4725,12212224,0.03869074134244508
IDRiD_28,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_28,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_28_OD.tif,AVAILABLE,4288,2848,P,2,0,1,222601,12212224,1.8227720028718766
IDRiD_29,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_29_MA.tif,AVAILABLE,4288,2848,P,2,0,1,4525,12212224,0.03705303800519873
IDRiD_29,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_29_HE.tif,AVAILABLE,4288,2848,P,2,0,1,2149,12212224,0.017597122358712056
IDRiD_29,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_29_EX.tif,AVAILABLE,4288,2848,P,2,0,1,2343,12212224,0.01918569459584102
IDRiD_29,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_29,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_29_OD.tif,AVAILABLE,4288,2848,P,2,0,1,238406,12212224,1.9521915090977695
IDRiD_30,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_30_MA.tif,AVAILABLE,4288,2848,P,2,0,1,7308,12212224,0.05984167994298172
IDRiD_30,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_30_HE.tif,AVAILABLE,4288,2848,P,2,0,1,53438,12212224,0.4375779546788529
IDRiD_30,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_30_EX.tif,AVAILABLE,4288,2848,P,2,0,1,22501,12212224,0.18424981395690088
IDRiD_30,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_30_SE.tif,AVAILABLE,4288,2848,P,2,0,1,14627,12212224,0.11977343356951199
IDRiD_30,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_30_OD.tif,AVAILABLE,4288,2848,P,2,0,1,192456,12212224,1.57592916736542
IDRiD_31,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_31_MA.tif,AVAILABLE,4288,2848,P,2,0,1,8156,12212224,0.06678554209290626
IDRiD_31,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_31_HE.tif,AVAILABLE,4288,2848,P,2,0,1,216935,12212224,1.7763758673276873
IDRiD_31,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_31_EX.tif,AVAILABLE,4288,2848,P,2,0,1,48998,12212224,0.4012209405919839
IDRiD_31,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_31_SE.tif,AVAILABLE,4288,2848,P,2,0,1,158077,12212224,1.2944161522094584
IDRiD_31,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_31_OD.tif,AVAILABLE,4288,2848,P,2,0,1,174243,12212224,1.426791712959081
IDRiD_32,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_32_MA.tif,AVAILABLE,4288,2848,P,2,0,1,6068,12212224,0.04968791925205433
IDRiD_32,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_32_HE.tif,AVAILABLE,4288,2848,P,2,0,1,86486,12212224,0.7081920541254402
IDRiD_32,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_32_EX.tif,AVAILABLE,4288,2848,P,2,0,1,84975,12212224,0.695819205412544
IDRiD_32,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_32_SE.tif,AVAILABLE,4288,2848,P,2,0,1,39910,12212224,0.32680370094750966
IDRiD_32,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_32_OD.tif,AVAILABLE,4288,2848,P,2,0,1,213932,12212224,1.7517857517189335
IDRiD_33,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_33_MA.tif,AVAILABLE,4288,2848,P,2,0,1,36212,12212224,0.2965225662418246
IDRiD_33,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_33_HE.tif,AVAILABLE,4288,2848,P,2,0,1,330744,12212224,2.708302762871038
IDRiD_33,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_33_EX.tif,AVAILABLE,4288,2848,P,2,0,1,58229,12212224,0.4768091381225893
IDRiD_33,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_33_SE.tif,AVAILABLE,4288,2848,P,2,0,1,5571,12212224,0.04561822645899715
IDRiD_33,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_33_OD.tif,AVAILABLE,4288,2848,P,2,0,1,231467,12212224,1.8953713918120074
IDRiD_34,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_34_MA.tif,AVAILABLE,4288,2848,P,2,0,1,12563,12212224,0.10287233512912962
IDRiD_34,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_34_HE.tif,AVAILABLE,4288,2848,P,2,0,1,415359,12212224,3.4011741022765385
IDRiD_34,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_34_EX.tif,AVAILABLE,4288,2848,P,2,0,1,26720,12212224,0.2187971658561127
IDRiD_34,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_34,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_34_OD.tif,AVAILABLE,4288,2848,P,2,0,1,186568,12212224,1.5277151811168874
IDRiD_35,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_35_MA.tif,AVAILABLE,4288,2848,P,2,0,1,13997,12212224,0.11461466805718597
IDRiD_35,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_35_HE.tif,AVAILABLE,4288,2848,P,2,0,1,368997,12212224,3.0215380916694614
IDRiD_35,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_35_EX.tif,AVAILABLE,4288,2848,P,2,0,1,19873,12212224,0.16273039210548382
IDRiD_35,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_35_SE.tif,AVAILABLE,4288,2848,P,2,0,1,41300,12212224,0.3381857391413718
IDRiD_35,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_35_OD.tif,AVAILABLE,4288,2848,P,2,0,1,189183,12212224,1.5491281522513836
IDRiD_36,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_36_MA.tif,AVAILABLE,4288,2848,P,2,0,1,9857,12212224,0.08071420897618649
IDRiD_36,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_36_HE.tif,AVAILABLE,4288,2848,P,2,0,1,58339,12212224,0.47770987495807476
IDRiD_36,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_36_EX.tif,AVAILABLE,4288,2848,P,2,0,1,5893,12212224,0.04825492883196378
IDRiD_36,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_36,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_36_OD.tif,AVAILABLE,4288,2848,P,2,0,1,219306,12212224,1.795790840390743
IDRiD_37,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_37_MA.tif,AVAILABLE,4288,2848,P,2,0,1,6464,12212224,0.052930571859802114
IDRiD_37,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_37_HE.tif,AVAILABLE,4288,2848,P,2,0,1,50017,12212224,0.40956503909525405
IDRiD_37,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_37_EX.tif,AVAILABLE,4288,2848,P,2,0,1,25759,12212224,0.21092800132064396
IDRiD_37,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_37,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_37_OD.tif,AVAILABLE,4288,2848,P,2,0,1,210717,12212224,1.7254596705726983
IDRiD_38,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_38_MA.tif,AVAILABLE,4288,2848,P,2,0,1,9359,12212224,0.07663632766644307
IDRiD_38,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_38_HE.tif,AVAILABLE,4288,2848,P,2,0,1,14028,12212224,0.11486851207445917
IDRiD_38,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_38_EX.tif,AVAILABLE,4288,2848,P,2,0,1,12551,12212224,0.10277407292889486
IDRiD_38,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_38_SE.tif,AVAILABLE,4288,2848,P,2,0,1,18516,12212224,0.15161857496226733
IDRiD_38,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_38_OD.tif,AVAILABLE,4288,2848,P,2,0,1,250001,12212224,2.0471373600746268
IDRiD_39,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_39_MA.tif,AVAILABLE,4288,2848,P,2,0,1,38066,12212224,0.31170407617809825
IDRiD_39,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_39_HE.tif,AVAILABLE,4288,2848,P,2,0,1,250350,12212224,2.0499951523981217
IDRiD_39,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_39_EX.tif,AVAILABLE,4288,2848,P,2,0,1,18733,12212224,0.1533954830831796
IDRiD_39,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_39_SE.tif,AVAILABLE,4288,2848,P,2,0,1,85288,12212224,0.6983822111353346
IDRiD_39,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_39_OD.tif,AVAILABLE,4288,2848,P,2,0,1,249331,12212224,2.0416510538948516
IDRiD_40,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_40_MA.tif,AVAILABLE,4288,2848,P,2,0,1,6592,12212224,0.053978701995639776
IDRiD_40,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_40_HE.tif,AVAILABLE,4288,2848,P,2,0,1,3642,12212224,0.02982257777125608
IDRiD_40,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_40_EX.tif,AVAILABLE,4288,2848,P,2,0,1,7779,12212224,0.06369847130219687
IDRiD_40,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_40,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_40_OD.tif,AVAILABLE,4288,2848,P,2,0,1,282209,12212224,2.310873105504779
IDRiD_41,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_41_MA.tif,AVAILABLE,4288,2848,P,2,0,1,5486,12212224,0.04492220254066745
IDRiD_41,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_41_HE.tif,AVAILABLE,4288,2848,P,2,0,1,4266,12212224,0.0349322121834647
IDRiD_41,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_41_EX.tif,AVAILABLE,4288,2848,P,2,0,1,8250,12212224,0.06755526266141204
IDRiD_41,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_41,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_41_OD.tif,AVAILABLE,4288,2848,P,2,0,1,209842,12212224,1.7182947184722457
IDRiD_42,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_42_MA.tif,AVAILABLE,4288,2848,P,2,0,1,2522,12212224,0.020651439082676505
IDRiD_42,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_42_HE.tif,AVAILABLE,4288,2848,P,2,0,1,4404,12212224,0.03606222748616469
IDRiD_42,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_42_EX.tif,AVAILABLE,4288,2848,P,2,0,1,25201,12212224,0.20635880900972664
IDRiD_42,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_42,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_42_OD.tif,AVAILABLE,4288,2848,P,2,0,1,234967,12212224,1.9240312002138185
IDRiD_43,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_43_MA.tif,AVAILABLE,4288,2848,P,2,0,1,914,12212224,0.007484304251215831
IDRiD_43,train,Haemorrhages,MISSING,MISSING,,,,,,,,,
IDRiD_43,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_43_EX.tif,AVAILABLE,4288,2848,P,2,0,1,61341,12212224,0.5022918020501426
IDRiD_43,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_43,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_43_OD.tif,AVAILABLE,4288,2848,P,2,0,1,221594,12212224,1.8145261665688412
IDRiD_44,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_44_MA.tif,AVAILABLE,4288,2848,P,2,0,1,1932,12212224,0.015820214237799765
IDRiD_44,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_44_HE.tif,AVAILABLE,4288,2848,P,2,0,1,5906,12212224,0.04836137954888479
IDRiD_44,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_44_EX.tif,AVAILABLE,4288,2848,P,2,0,1,24798,12212224,0.20305883678517522
IDRiD_44,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_44,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_44_OD.tif,AVAILABLE,4288,2848,P,2,0,1,130198,12212224,1.066128495514003
IDRiD_45,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_45_MA.tif,AVAILABLE,4288,2848,P,2,0,1,2548,12212224,0.02086434051651853
IDRiD_45,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_45_HE.tif,AVAILABLE,4288,2848,P,2,0,1,13236,12212224,0.1083832068589636
IDRiD_45,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_45_EX.tif,AVAILABLE,4288,2848,P,2,0,1,47341,12212224,0.38765256844289786
IDRiD_45,train,Soft Exudates,MISSING,MISSING,,,,,,,,,
IDRiD_45,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_45_OD.tif,AVAILABLE,4288,2848,P,2,0,1,122675,12212224,1.0045262844834815
IDRiD_46,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_46_MA.tif,AVAILABLE,4288,2848,P,2,0,1,11628,12212224,0.09521607202750293
IDRiD_46,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_46_HE.tif,AVAILABLE,4288,2848,P,2,0,1,192856,12212224,1.5792045740399128
IDRiD_46,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_46_EX.tif,AVAILABLE,4288,2848,P,2,0,1,21191,12212224,0.17352285709793727
IDRiD_46,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_46_SE.tif,AVAILABLE,4288,2848,P,2,0,1,100367,12212224,0.8218568542470233
IDRiD_46,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_46_OD.tif,AVAILABLE,4288,2848,P,2,0,1,164170,12212224,1.3443087843786683
IDRiD_47,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_47_MA.tif,AVAILABLE,4288,2848,P,2,0,1,3986,12212224,0.032639427511319805
IDRiD_47,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_47_HE.tif,AVAILABLE,4288,2848,P,2,0,1,68527,12212224,0.561134482957404
IDRiD_47,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_47_EX.tif,AVAILABLE,4288,2848,P,2,0,1,38582,12212224,0.31592935078819384
IDRiD_47,train,Soft Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_47_SE.tif,AVAILABLE,4288,2848,P,2,0,1,33761,12212224,0.27645251184387054
IDRiD_47,train,Optic Disc,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_47_OD.tif,AVAILABLE,4288,2848,P,2,0,1,319170,12212224,2.6135288707445916
IDRiD_48,train,Microaneurysms,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_48_MA.tif,AVAILABLE,4288,2848,P,2,0,1,22353,12212224,0.18303791348733858
IDRiD_48,train,Haemorrhages,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_48_HE.tif,AVAILABLE,4288,2848,P,2,0,1,133197,12212224,1.090685857056012
IDRiD_48,train,Hard Exudates,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_48_EX.tif,AVAILABLE,4288,2848,P,2,0,1,154434,12212224,1.264585385921516
